lema_pt	traducao_en	marcas_dicionario	motivo_tecnico	status_traducao
actinoto	actinote	m. | Miner. | gr.	termo_tecnico_cientifico:Miner.	
activa	active	f.		
activamente	actively	adv.		
activar	activate	v. t.		
actividade	activity	f. | lat.		
activo	active	adj. | Gram. | lat.		
acto	act	m. | lat.		
actol	actol	m.		sem_traducao
actor	actor	m. | lat.		sem_traducao
actriz	actress	f. | fem.		
actuação	performance	f.		
actual	current	adj. | lat.		
actualidade	current events	f.		
actualizar	update	v. t.		
actualmente	currently	adv.		
actuante	active	adj.		
actuar	act	v. i.		
actuário	actuary	m. | as. | lat.		
actuável	feasible	adj.		
actuosamente	actively	adv.		
actuoso	actuo	adj. | lat.		
açu	açu	m. | Bras.		sem_traducao
acuação	accusation	f. | Bras.		
acuador	cornerer	adj. | Bras.		
acuamênto	accusation	m.		
acuar	corner	v. i. | as. | V. | p. | sign. | v. t. | Bras.		
acuar	bay	v. i. | as. | V. | p. | sign. | v. t. | Bras.		
acubito	acubitus	m. | lat.		
acubitor	acubitor	m. | Ant. | Cf. | diccion. | lat.		sem_traducao
açúcar	sugar	m. | ﬁg. | ár.		
açucaradamente	sweetly	adv.		
açucarado	sugary	adj. | ﬁg.		
açucarado	luscious	adj. | ﬁg.		
açucarar	sugar	v. t. | ﬁg.		
açucarar	sweeten	v. t. | ﬁg.		
açucareiro	sugar bowl	adj. | m.		
açucareiro	sugar basin	adj. | m.		
açucena	lily	f. | Bras. | ár.		
açucenal	lily	m.		
açucre	sugar	m.		
açuçuapara	açuçuapara	f. | Bras. | Cf.		sem_traducao
acucular	accumulate	v. t. | V.		
açuda	dam	f. | Prov. trasm.		
açudada	dam	f.		
açude	dam	m. | Prov. beir. | ár.		
açude	weir	m. | Prov. beir. | ár.		
açude	dike	m. | Prov. beir. | ár.		
açude	water reservoir	m. | Prov. beir. | ár.		
açude	penstock	m. | Prov. beir. | ár.		
açude	dyke	m. | Prov. beir. | ár.		
açude	mill-dam	m. | Prov. beir. | ár.		
acudidor	helper	adj. | Cf.		
acudimento	assistance	m. | Cf.		
acudir	to come to the aid of	v. i.		
acudir	help	v. i.		
acudir	respond	v. i.		
acudir	aid	v. i.		
acudir	reply	v. i.		
acudir	run to	v. i.		
acuera	acuera	m., f. e adj. | Bras. | n.		sem_traducao
açugar	sugar	v. t. | t.		
acuidade	acuity	f. | rad. | lat.		
acuidade	perceptiveness	f. | rad. | lat.		
acuidade	exercise	f. | rad. | lat.		
acuitar	shelter	v. t. | Ant.		
acujar	acujar	v. i. | Ant.		sem_traducao
açulador	inciter	m.		
açulamento	incitement	m.		
açular	stimulate	v. t. | ár.		
açular	incite	v. t. | ár.		
aculear	aculear	v. t.		sem_traducao
aculeiforme	aculeiform	adj. | lat.		
acúleo	thorn	m. | as. | lat.		
acumbente	accumbent	adj. | lat.		
acume	acumen	m. | lat.		
acúmetro	acumeter	m. | gr.		
acuminação	acumination	f. | Geom. | Cf. | Phýs.	termo_tecnico_cientifico:Geom.	
acuminar	acuminate	v. t. | lat.		
acumulação	accumulation	f. | lat.		
acumulação	cumulation	f. | lat.		
acumulação	build-up	f. | lat.		
acumulação	hoarding	f. | lat.		
acumulação	heap	f. | lat.		
acumulação	jamming	f. | lat.		
acumulação	congeries	f. | lat.		
acumuladamente	cumulatively	adv.		
acumulador	accumulator	m. e adj. | Phýs.	termo_tecnico_cientifico:Phýs.	
acumulador	accumulating	m. e adj. | Phýs.	termo_tecnico_cientifico:Phýs.	
acumulamento	accumulation	m. | V.		
acumular	accumulate	v. t. | V. | p. | ﬁg. | lat.		
acumular	build up	v. t. | V. | p. | ﬁg. | lat.		
acumular	collect	v. t. | V. | p. | ﬁg. | lat.		
acumular	amass	v. t. | V. | p. | ﬁg. | lat.		
acumular	pile up	v. t. | V. | p. | ﬁg. | lat.		
acumular	cumulate	v. t. | V. | p. | ﬁg. | lat.		
acumular	combine	v. t. | V. | p. | ﬁg. | lat.		
acumular	heap	v. t. | V. | p. | ﬁg. | lat.		
acumular	pack	v. t. | V. | p. | ﬁg. | lat.		
acumular	bank	v. t. | V. | p. | ﬁg. | lat.		
acumular	load	v. t. | V. | p. | ﬁg. | lat.		
acumular	stash	v. t. | V. | p. | ﬁg. | lat.		
acumular	mass	v. t. | V. | p. | ﬁg. | lat.		
acumular	jam	v. t. | V. | p. | ﬁg. | lat.		
acumular	mound	v. t. | V. | p. | ﬁg. | lat.		
acumular	fund	v. t. | V. | p. | ﬁg. | lat.		
acumular	coffer	v. t. | V. | p. | ﬁg. | lat.		
acumular	congest	v. t. | V. | p. | ﬁg. | lat.		
acumular	stuff	v. t. | V. | p. | ﬁg. | lat.		
acumulativamente	cumulatively	adv.		
acumulativamente	accumulatively	adv.		
acumulativo	cumulative	adj.		
acumulativo	accumulative	adj.		
acúmulo	accumulation	m. | neol.		
acúmulo	backlog	m. | neol.		
acúmulo	rush	m. | neol.		
acúmulo	congestion	m. | neol.		
acunhar	wedge	v. t. | Náut. | fam.		
acunhear	wedge	v. t.		
acuo	acuo	m. | Bras.		sem_traducao
acupalpo	acupalpo	m. | lat.		sem_traducao
acupressura	acupressure	f. | lat.		
acupunctura	acupuncture	f. | lat.		
acuradamente	accurately	adv.		
acurar	to improve	v. t. | lat.		
acursar	acursar	v. t. | ven.		sem_traducao
acurtar	shorten	v. t.		
acurvar	bend	v. t.		
acurvejar-se	to bend over	v. p. | t.		
acurvilhar	bend	v. t. | freq.		
acusação	indictment	f. | lat.		
acusação	charge	f. | lat.		
acusação	accusation	f. | lat.		
acusação	complaint	f. | lat.		
acusação	prosecution	f. | lat.		
acusação	arraignment	f. | lat.		
acusação	denunciation	f. | lat.		
acusação	impeachment	f. | lat.		
acusação	plaint	f. | lat.		
acusação	denouncement	f. | lat.		
acusação	inculpation	f. | lat.		
acusado	accused	m.		
acusado	defendant	m.		
acusado	indicted	m.		
acusado	culprit	m.		
acusado	indictee	m.		
acusador	accuser	m. e adj. | lat.		
acusador	accusing	m. e adj. | lat.		
acusador	accusing	m. e adj. | lat.		
acusador	accusatory	m. e adj. | lat.		
acusador	reproachful	m. e adj. | lat.		
acusamento	accusation	m.		
acusante	accuser	m.		
acusar	accuse	v. t. | lat.		
acusar	acknowledge	v. t. | lat.		
acusar	charge	v. t. | lat.		
acusar	blame	v. t. | lat.		
acusar	impeach	v. t. | lat.		
acusar	indict	v. t. | lat.		
acusar	reproach	v. t. | lat.		
acusar	incriminate	v. t. | lat.		
acusar	libel	v. t. | lat.		
acusar	make an accusation	v. t. | lat.		
acusar	inculpate	v. t. | lat.		
acusar	own	v. t. | lat.		
acusativo	accusative	adj. | m. | Gram. | lat.		
acusativo	reproachful	adj. | m. | Gram. | lat.		
acusatoriamente	accusingly	adv.		
acusatório	accusatory	adj. | lat.		
acusatório	accusatorial	adj. | lat.		
acusatório	inculpatory	adj. | lat.		
acusável	indictable	adj. | lat.		
acuse	accuse	m. | V.		
acusma	accuses	f.		
acúsmata	acúsmata	m. | gr.		sem_traducao
acusmático	acousmatic	adj.		
acúsmato	acusmato	m.		sem_traducao
acuso	I accuse	m. | as.		
acústica	acoustics	f.		
acústica	phonics	f.		
acústico	acoustic	adj. | gr.		
acuta	acuta	f. | lat.		sem_traducao
acutangulado	acute-angled	adj.		
acutangular	acute-angular	adj.		
acutângulo	acute-angled	adj. | lat.		
acutelado	assisted	adj.		
acutenáculo	acutenaculum	m. | as. | lat.		
acuticórneo	acuticorneal	adj. | as. | lat.		
acutifólio	acutifólio	adj. | lat.		sem_traducao
acutiladiço	sharp	adj. | m. | Ant.		
acutilador	cleaver	m.		
acutilamento	cutting	m.		
acutilar	cut	v. t. | corr.		
acutilar	hack	v. t. | corr.		
acutipuru	acutipuru	m. | Bras. | n.		sem_traducao
acutirostro	acutirostro	adj. | lat.		sem_traducao
acutirrostro	acutirrostro	adj. | lat.		sem_traducao
acyanoblepsia	acyanoblepsia	f. | Med. | gr.	termo_tecnico_cientifico:Med.	sem_traducao
acýclico	aciclic	adj. | Bot. | as. | gr.	termo_tecnico_cientifico:Bot.	
acyrologia	acyrology	f. | gr.		
acyrológico	acyrological	adj.		
acysia	acysia	f. | gr.		sem_traducao
acystia	acystia	f. | gr.		sem_traducao
acystinervia	acystinervia	f. | gr.		sem_traducao
acysturotrophia	acysturotrophia	f. | gr.		sem_traducao
acyttários	acyttários	m. pl.		sem_traducao
ad	ad	pref.		sem_traducao
ada	ada	suf.		sem_traducao
adaca	adaca	f.		sem_traducao
adactilia	adactyly	f.		
adáctilo	adactyly	adj. | Zool. | gr.	termo_tecnico_cientifico:Zool.	
adactylia	dactylia	f.		
adáctylo	adactylo	adj. | Zool. | gr.	termo_tecnico_cientifico:Zool.	sem_traducao
adafina	adafina	f.		sem_traducao
adaga	dagger	f. | b. lat.		
adaga	dirk	f. | b. lat.		
adagada	dagger	f.		
adagial	adagial	adj.		sem_traducao
adagiar	adagiar	v. i.		sem_traducao
adagiário	intern	m.		
adagieiro	adagieiro	adj. | Cf. | Anat.	termo_tecnico_cientifico:Anat.	sem_traducao
adágio	adage	m. | lat.		
adágio	adagio	m. | lat.		sem_traducao
adágio	proverb	m. | lat.		
adague	dagger	m. | Prov. beir.		
adagueiro	defender	m.		
adai	adai	f.		sem_traducao
adail	adail	m. | ár.		sem_traducao
adalide	Adelaide	m. | Cf.		
adamado	damed	adj. | prov.		
adamado	coxcombical	adj. | prov.		
adamado	foppish	adj. | prov.		
adamanes	adamanes	m. pl.		sem_traducao
adamante	adamant	m. | lat.		
adamantino	adamantine	adj. | lat.		
adamar-se	adamar-se	v. | p.		sem_traducao
adamascar	Madagascar	v. t.		
adamásia	adamasia	f.		sem_traducao
adamastoriano	adamastorian	adj.		
adâmeo	Adamius	adj. | Cf.		
adâmia	Adamia	f. | n. p.		sem_traducao
adamiano	Adamian	adj.		
adâmico	Adamic	adj. | lat. | n. p.		
adamita	Adamite	m. | Cp.		
adamítico	adamitic	adj. | Cf.		
adanar	adanar	v. i. | pop. | Açor. | metáth.		sem_traducao
adansónia	adansonia	f. | n. p.		sem_traducao
adão	Adam	m.		
adaptabilidade	adaptability	f.		
adaptação	adaptation	f.		
adaptação	fit	f.		
adaptação	accommodation	f.		
adaptação	acclimation	f.		
adaptação	conformation	f.		
adaptação	acclimate	f.		
adaptação	suiting	f.		
adaptação	naturalization	f.		
adaptadamente	adapted	adv.		
adaptado	adapted	adj.		
adaptado	applied	adj.		
adaptador	adapter	m.		
adaptador	fitter	m.		
adaptador	adaptor	m.		
adaptar	adapt	v. | t. | lat.		
adaptar	adjust	v. | t. | lat.		
adaptar	suit	v. | t. | lat.		
adaptar	accommodate	v. | t. | lat.		
adaptar	tune	v. | t. | lat.		
adaptar	acclimate	v. | t. | lat.		
adaptar	fit out	v. | t. | lat.		
adaptar	acclimatize	v. | t. | lat.		
adaptar	fashion	v. | t. | lat.		
adaptar	naturalize	v. | t. | lat.		
adaptar	figure out	v. | t. | lat.		
adaptar	proportion	v. | t. | lat.		
adaptar	straighten out	v. | t. | lat.		
adaptar	attemper	v. | t. | lat.		
adaptar	calculate	v. | t. | lat.		
adaptativo	adaptive	adj.		
adaptável	adaptable	adj.		
adaptável	adaptive	adj.		
adaptável	malleable	adj.		
adarce	adarce	m. | as.		sem_traducao
adarço	adarço	m. | Ant.		sem_traducao
adarga	shield	f. | ár.		
adargado	darted	adj.		
adargar	dargar	v. t. | Cf.		
adargueiro	dargueiro	m.		
adarme	darme	m. | t. | cast.		
adarvar	adarvar	v. t.		sem_traducao
adarve	battlement	m. | ár.		
adastra	adastra	f.		sem_traducao
adastragem	training	f.		
adastrar	register	v. t. | alter.		
addenda	addenda	f. | pl. | V. | lat.		sem_traducao
addensa-nuvens	cloud addens	adj. | poet. | as.		
addensar	addensar	v. t. | lat.		sem_traducao
addental	addental	m. e adj.		sem_traducao
addição	addition	f. | lat.		
addicionação	addiction	f.		
addicionador	additor	m.		
addicional	additional	adj. | m. | lat.		
addicionamento	addition	m.		
addicionar	add	v. t. | lat.		
addicionável	add-on	adj.		
addicto	addict	adj. | lat.		
addido	added	m.		
addir	addir	v. t. | V. | p. | Cf.		sem_traducao
additamento	Additamento	m.		sem_traducao
additar	additar	v. t. | der. | lat.		sem_traducao
adducção	adduction	f.		
adducente	adducent	adj. | lat.		
adductivo	adductive	adj. | lat.		
adductor	adductor	m. | lat.		sem_traducao
adduzer	adduzer	v. t. | Ant.		sem_traducao
adduzir	add	v. t. | lat.		
ade	ade	m. | t.		sem_traducao
adeantadamente	in advance	adv.		
adeantado	advanced	m. | Adj.		
adeantamento	advance	m.		
adeantar	advance	v. t. | V. | p. | fam.		
adeante	ahead	adv.		
adecto	adept	adj. | m. | gr.		
adedentro	inside	adv. | Cf.		
adefagia	adephagia	f. | Med. | gr.	termo_tecnico_cientifico:Med.	
adefora	outside	adv. | Ant.		
adega	cellar	f. | lat.		
adega	wine cellar	f. | lat.		
adega	bodega	f. | lat.		
adegar	wine cellar	v. t. | v. i. | ﬁg.		
adegar	cellar	v. t. | v. i. | ﬁg.		
adegueiro	wine cellar	m.		
adeito	I accept	m. | Prov. beir.		
adejar	flutter	v. i. | as. | lat.		
adejo	flight	m.		
adejo	flight	adj. | Bras. | n. | alter.		
adela	adela	f.		sem_traducao
adela	adela	f. | Ant.		sem_traducao
adelaida	Adelaide	f.		
adelaide	Adelaide	f. | pop.		sem_traducao
adelaidinha	adelaidinha	f. | pop.		sem_traducao
adeleira	adeleira	f. | t.		sem_traducao
adeleiro	saddler	m. | Prov. dur. | t.		
adelfa	adelfa	f. | ár.		sem_traducao
adelfeira	adelfeira	f. | Bot. | Cf.	termo_tecnico_cientifico:Bot.	sem_traducao
adelfia	Adelfia	f. | Bot.	termo_tecnico_cientifico:Bot.	sem_traducao
adelfo	adelfo	adj. | Bot. | m. | gr.	termo_tecnico_cientifico:Bot.	sem_traducao
adelgaçadamente	thinning	adv.		
adelgaçado	thinned	adj.		
adelgaçado	wiredrawn	adj.		
adelgaçado	thin	adj.		
adelgaçado	pointed	adj.		
adelgaçador	slimming	m.		
adelgaçamento	slimming	m.		
adelgaçar	slim down	v. t. | b. lat.		
adelgaçar	slenderize	v. t. | b. lat.		
adelgaçar	taper	v. t. | b. lat.		
adelgaçar	sharpen	v. t. | b. lat.		
adelgadar	delegate	v. t.		
adelgar	slimming	v. t.		
adelha	wine cellar	f. | Prov. minh. | qual.		
adelhão	adelhão	m. | Prov. minh.		sem_traducao
adélia	Adélia	f. | gr.		sem_traducao
adelicadar-se	to be delicate	v. p. | p. us.		
adélido	Adelido	adj. | Pathol. | mal. | gr.	termo_tecnico_cientifico:Pathol.	sem_traducao
adélio	Adélio	m.		sem_traducao
adelo	Adelo	m. | ár.		sem_traducao
adelóbio	Adelobio	m. | gr.		sem_traducao
adelobrânchio	adelobranchius	adj. | as. | m. | pl. | gr.		
adelobrânquio	adelobranch	adj. | as. | m. | pl. | gr.		
adelópode	adelopod	adj. | Zool. | gr.	termo_tecnico_cientifico:Zool.	
adelopódio	adelopodium	adj. | Zool. | gr.	termo_tecnico_cientifico:Zool.	
adelosa	adelosa	f. | gr.		sem_traducao
adelphia	adelphia	f. | Bot.	termo_tecnico_cientifico:Bot.	sem_traducao
adelpho	adelpho	adj. | Bot. | m. | gr.	termo_tecnico_cientifico:Bot.	sem_traducao
adem	adem	f. | lat.		sem_traducao
adem	sheldrake	f. | lat.		
adema	edema	f. | Ant.		
ademado	added	adj.		
ademães	mothers	m. pl. | Cf.		
ademan	ademan	m. | lat.		sem_traducao
ademanes	ademanes	m. pl. | lat.		sem_traducao
adêmea	adêmea	f. | Cp.		sem_traducao
adempção	ademption	f. | lat.		
áden	Aden	f. | gr.		sem_traducao
adenacantho	adenacantho	m.		sem_traducao
adenacanto	adenacanthus	m.		
adenalgia	adenalgia	f. | gr.		sem_traducao
adenálgico	adenalgico	adj.		sem_traducao
adenandro	adenandro	m.		sem_traducao
adenantero	adenantero	m. | gr.		sem_traducao
adenanthero	adenanthero	m. | gr.		sem_traducao
adenantho	adenantho	m. | gr.		sem_traducao
adenanto	adenanth	m. | gr.		
adenção	adhesion	f. | lat.		
adenia	adenia	f. | gr.		sem_traducao
adenite	adenitis	f. | gr.		
adenocancro	adenocancer	m.		
adenocarpo	adenocarpus	m. | gr.		
adenófora	adenophora	f. | gr.		
adenografia	adenography	f. | Anat. | gr.	termo_tecnico_cientifico:Anat.	
adenograma	adenogram	m. | fam.		
adenogramma	adenogram	m. | fam.		
adenographia	adenographia	f. | Anat. | gr.	termo_tecnico_cientifico:Anat.	sem_traducao
adenoide	adenoid	adj. | gr.		
adenologia	adenology	f. | gr.		
adenoma	adenoma	m. | gr.		sem_traducao
adenomalacia	lymphadenopathy	f. | Med. | gr.	termo_tecnico_cientifico:Med.	
adenomixoma	angiomyxoma	m. | Med. | gr.	termo_tecnico_cientifico:Med.	
adenomyxoma	angiomyxoma	m. | Med. | gr.	termo_tecnico_cientifico:Med.	
adenopata	adenopath	m.		
adenopatha	adenopath	m.		
adenopathia	adenopathy	f. | gr.		
adenopatia	lymphadenopathy	f. | gr.		
adenóphora	adenophora	f. | gr.		sem_traducao
adenos	adenos	m.		sem_traducao
adenosclerose	adenosclerosis	f. | Med. | gr.	termo_tecnico_cientifico:Med.	
adenostêmono	adenostemon	adj. | gr.		
adenostíleas	adenostylees	f. pl.		
adenostýleas	adenostyleas	f. pl.		sem_traducao
adenotomia	adenotomy	f. | gr.		
adenotómico	adenotomy	adj.		
adensa-nuvens	dense clouds	adj. | poet. | as.		
adensar	thicken	v. t. | lat.		
adental	dental	m. e adj.		
adentar	enter	v. t.		
adente	tooth	adv. | Prov. minh.		
adentrar	enter	v. i. | Cf.		
adentrar-se	enter	v. p.		
adentro	inside	adv.		
adentro	in	adv.		
adentro	up	adv.		
adeos	goodbyes	adv. | m. | n. p.		
adephagia	adephagia	f. | Med. | gr.	termo_tecnico_cientifico:Med.	sem_traducao
adepto	supporter	m. | lat.		
adepto	adherent	m. | lat.		
adepto	follower	m. | lat.		
adepto	proselyte	m. | lat.		
adepto	professor	m. | lat.		
adepto	camp follower	m. | lat.		
adepto	sticker	m. | lat.		
adequação	adequacy	f. | lat.		
adequação	adequation	f. | lat.		
adequadamente	properly	adv.		
adequadamente	accordingly	adv.		
adequadamente	rightly	adv.		
adequado	adequate	adj.		
adequado	appropriate	adj.		
adequado	suitable	adj.		
adequado	proper	adj.		
adequado	right	adj.		
adequado	fit	adj.		
adequado	good	adj.		
adequado	apt	adj.		
adequado	due	adj.		
adequado	meet	adj.		
adequado	apposite	adj.		
adequado	congruous	adj.		
adequado	rightdown	adj.		
adequado	seasonable	adj.		
adequar	adapt	v. t. | lat.		
adequar	suit	v. t. | lat.		
ader	ader	v. t. | Ant.		sem_traducao
aderar	adhere	v. t. | Ant. | lat.		
adereçamento	props	m.		
adereçar	adorn	v. t.		
adereçar	decorate	v. t.		
aderecista	prop maker	m.		
aderêço	accessory	m. | lat. | hyp.		
aderençar	to adhere	v. t. | v. i. | Ant. | Cp.		
aderência	adhesion	f.		
aderência	adherence	f.		
aderência	adhesiveness	f.		
aderência	abrasion	f.		
aderente	adherent	m. e adj. | m.		
aderente	adhering	m. e adj. | m.		
aderente	adhesive	m. e adj. | m.		
aderente	cohesive	m. e adj. | m.		
aderente	adherer	m. e adj. | m.		
aderente	retainer	m. e adj. | m.		
aderente	confluent	m. e adj. | m.		
adergar	adergar	v. i. | v. t. | Cf.		sem_traducao
aderir	join	v. i. | v. t.		
aderir	adhere	v. i. | v. t.		
aderir	accede	v. i. | v. t.		
aderir	subscribe	v. i. | v. t.		
aderir	accept	v. i. | v. t.		
aderir	cohere	v. i. | v. t.		
aderir	coalesce	v. i. | v. t.		
aderir	accrete	v. i. | v. t.		
adernar	tilt	v. i. | Náut.		
aderno	notebook	m. | fam. | lat.		
adesão	accession	f. | lat.		
adesão	adhesion	f. | lat.		
adesão	adherence	f. | lat.		
adesão	support	f. | lat.		
adesão	access	f. | lat.		
adesão	coherence	f. | lat.		
adesão	coherency	f. | lat.		
adesivado	adhesive	adj.		
adesivamente	adhesively	adv.		
adesivo	sticker	m. | Adj.		
adesivo	adhesive	m. | Adj.		
adesivo	adhesive	m. | Adj.		
adesivo	clinging	m. | Adj.		
adesivo	cloggy	m. | Adj.		
adesivo	clammy	m. | Adj.		
adesivo	strapping	m. | Adj.		
adesmia	adesmia	f. | Bot.	termo_tecnico_cientifico:Bot.	sem_traducao
adeso	adhesion	part. irr. | lat.		
adesol	adesol	m.		sem_traducao
adestra	train	adv. | Ant. | Bras.		
adestradamente	trained	adv.		
adestrado	trained	adj.		
adestrado	skillful	adj.		
adestrado	skilful	adj.		
adestrado	thoroughpaced	adj.		
adestrador	trainer	m.		
adestramento	training	m.		
adestramento	dressage	m.		
adestramento	nurture	m.		
adestrar	train	v. t.		
adestrar	nurture	v. t.		
adestrar	groom	v. t.		
adestrar	school	v. t.		
adestrar	gait	v. t.		
adestro	training	adj. | lat.		
adeus	goodbye	adv. | m. | n. p.		
adeus	farewell	adv. | m. | n. p.		
adeus	valediction	adv. | m. | n. p.		
adeusar	goodbye	v. t.		
adevão	adevão	adj. | Bras. | n.		sem_traducao
adeveres	duties	m. pl. | Prov. trasm. | Prov. minh.		
adherência	adherence	f.		
adherente	adherent	m. e adj. | m.		
adherir	adhere	v. | v. t.		
adhesão	accession	f. | lat.		
adhesivado	adhesive	adj.		
adhesivamente	adhesively	adv.		
adhesivo	adhesive	m. | Adj.		
adheso	adheso	part. irr. | lat.		sem_traducao
adhesol	adhesol	m.		sem_traducao
adhortar	adhortar	v. | t. | Cf.		sem_traducao
adi	adi	f.		sem_traducao
adiado	postponed	adj.		
adiado	adjourned	adj.		
adiafa	adiafa	f. | Prov. alent.		sem_traducao
adiáfano	diaphanous	adj.		
adiáforo	diaphore	adj. | gr.		
adiamantado	diamond	adj.		
adiamento	postponement	m.		
adiamento	delay	m.		
adiamento	deferment	m.		
adiamento	adjournment	m.		
adiamento	reprieve	m.		
adiamento	procrastination	m.		
adiamento	stay	m.		
adiamento	respite	m.		
adiamento	dilation	m.		
adiantáceas	adiantáceas	f. | pl.		sem_traducao
adiante	forward	adv. | der. | V.		
adiante	ahead	adv. | der. | V.		
adiante	forth	adv. | der. | V.		
adiante	on	adv. | der. | V.		
adiante	in front	adv. | der. | V.		
adiante	fore	adv. | der. | V.		
adiante	upward	adv. | der. | V.		
adianto	advance	m. | fam. | gr.		
adiáphano	diaphanous	adj.		
adiáphoro	diaphore	adj. | gr.		
adiar	to postpone	v. t.		
adiar	postpone	v. t.		
adiar	delay	v. t.		
adiar	defer	v. t.		
adiar	put off	v. t.		
adiar	adjourn	v. t.		
adiar	wait	v. t.		
adiar	suspend	v. t.		
adiar	hold over	v. t.		
adiar	shelve	v. t.		
adiar	stay	v. t.		
adiar	waive	v. t.		
adiar	respite	v. t.		
adiar	drive	v. t.		
adiatésico	adiathesic	adj.		
adiathésico	adiathesic	adj.		
adiável	postponable	adj.		
adibe	adibe	m. | ár.		sem_traducao
adibe	adibe	m. | as.		sem_traducao
adiça	add	f. | Ant.		
adição	addition	f. | lat.		
adição	sum	f. | lat.		
adição	summation	f. | lat.		
adição	affix	f. | lat.		
adição	cast	f. | lat.		
adição	tot	f. | lat.		
adicar	add	v. | Gír. | or. | ind.		
